Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Run,GyroX,GyroY,GyroZ
1337,2025-10-19T15:16:15.320Z,53.8232643,17.3411121,143.2,20.04,-0.290,-0.475,1.019,1,-0.04,0.80,-33.03
1338,2025-10-19T15:16:15.360Z,53.8232647,17.3411088,143.2,19.92,-0.302,-0.480,1.013,1,0.45,0.46,-35.05
1339,2025-10-19T15:16:15.400Z,53.8232653,17.3411057,143.2,19.41,-0.308,-0.475,1.022,1,1.03,-0.19,-36.94
1340,2025-10-19T15:16:15.440Z,53.8232658,17.3411028,143.2,18.73,-0.302,-0.463,1.020,1,1.64,-0.76,-38.35
1341,2025-10-19T15:16:15.480Z,53.8232664,17.3410999,143.2,18.08,-0.294,-0.461,1.036,1,2.17,-1.21,-39.39
1342,2025-10-19T15:16:15.520Z,53.8232669,17.3410971,143.2,17.65,-0.283,-0.437,1.037,1,2.56,-1.60,-40.24
1343,2025-10-19T15:16:15.560Z,53.8232676,17.3410944,143.2,18.01,-0.269,-0.414,1.018,1,2.38,-1.66,-40.95
1344,2025-10-19T15:16:15.600Z,53.8232683,17.3410916,143.2,18.19,-0.264,-0.429,0.999,1,2.07,-1.54,-41.77
1345,2025-10-19T15:16:15.640Z,53.8232692,17.3410889,143.2,18.75,-0.265,-0.439,0.995,1,1.35,-1.39,-42.93
1346,2025-10-19T15:16:15.680Z,53.8232702,17.3410863,143.2,18.56,-0.265,-0.442,1.003,1,0.86,-1.22,-44.17
1347,2025-10-19T15:16:15.720Z,53.8232714,17.3410839,143.2,18.11,-0.265,-0.450,1.024,1,0.74,-1.31,-45.28
1348,2025-10-19T15:16:15.760Z,53.8232724,17.3410814,143.3,17.92,-0.260,-0.438,1.034,1,0.76,-1.53,-46.12
1349,2025-10-19T15:16:15.800Z,53.8232733,17.3410790,143.3,17.67,-0.254,-0.440,1.020,1,0.50,-1.61,-46.88
1350,2025-10-19T15:16:15.840Z,53.8232744,17.3410766,143.3,17.18,-0.253,-0.477,0.994,1,0.39,-1.40,-48.19
1351,2025-10-19T15:16:15.880Z,53.8232753,17.3410745,143.3,16.63,-0.261,-0.515,0.981,1,0.03,-1.13,-50.14
1352,2025-10-19T15:16:15.920Z,53.8232764,17.3410725,143.2,16.67,-0.267,-0.541,0.978,1,-0.27,-0.77,-52.41
1353,2025-10-19T15:16:15.960Z,53.8232776,17.3410707,143.2,16.11,-0.271,-0.547,1.006,1,-0.23,-0.69,-54.41
1354,2025-10-19T15:16:16.040Z,53.8232799,17.3410673,143.2,15.46,-0.263,-0.517,1.025,1,0.22,-0.69,-55.59
1355,2025-10-19T15:16:16.080Z,53.8232814,17.3410663,143.2,16.38,-0.251,-0.470,1.042,1,0.90,-0.95,-55.86
1356,2025-10-19T15:16:16.120Z,53.8232828,17.3410650,143.2,16.05,-0.228,-0.405,1.033,1,1.19,-1.22,-55.36
1357,2025-10-19T15:16:16.160Z,53.8232842,17.3410635,143.2,16.11,-0.209,-0.352,1.021,1,1.23,-1.17,-54.28
1358,2025-10-19T15:16:16.200Z,53.8232855,17.3410621,143.2,16.06,-0.198,-0.321,1.004,1,0.89,-0.97,-53.10
1359,2025-10-19T15:16:16.240Z,53.8232870,17.3410609,143.2,16.00,-0.192,-0.299,1.001,1,-0.02,-0.89,-52.09
1360,2025-10-19T15:16:16.280Z,53.8232884,17.3410597,143.2,16.12,-0.189,-0.291,1.006,1,-0.68,-1.09,-51.08
1361,2025-10-19T15:16:16.320Z,53.8232898,17.3410584,143.3,15.90,-0.188,-0.302,1.021,1,-0.98,-1.49,-50.07
1362,2025-10-19T15:16:16.360Z,53.8232912,17.3410572,143.3,15.56,-0.183,-0.320,1.029,1,-1.06,-1.99,-49.22
1363,2025-10-19T15:16:16.400Z,53.8232928,17.3410565,143.3,15.80,-0.174,-0.333,1.030,1,-0.40,-2.18,-48.52
1364,2025-10-19T15:16:16.440Z,53.8232943,17.3410559,143.3,15.86,-0.170,-0.344,1.028,1,0.54,-2.00,-47.82
1365,2025-10-19T15:16:16.480Z,53.8232959,17.3410552,143.3,15.25,-0.168,-0.348,1.010,1,1.38,-1.65,-47.34
1366,2025-10-19T15:16:16.520Z,53.8232972,17.3410544,143.3,14.28,-0.166,-0.337,0.990,1,2.06,-1.25,-47.03
1367,2025-10-19T15:16:16.560Z,53.8232985,17.3410537,143.3,14.03,-0.166,-0.331,0.973,1,2.03,-0.98,-46.86
1368,2025-10-19T15:16:16.600Z,53.8232999,17.3410532,143.3,13.86,-0.168,-0.332,0.974,1,1.60,-0.85,-46.90
1369,2025-10-19T15:16:16.640Z,53.8233012,17.3410530,143.3,14.26,-0.168,-0.334,0.993,1,0.90,-0.79,-47.08
1370,2025-10-19T15:16:16.680Z,53.8233027,17.3410527,143.3,14.50,-0.168,-0.342,1.026,1,0.25,-0.65,-47.24
1371,2025-10-19T15:16:16.720Z,53.8233040,17.3410531,143.3,14.05,-0.173,-0.354,1.048,1,0.06,-0.55,-47.41
1372,2025-10-19T15:16:16.760Z,53.8233055,17.3410534,143.3,13.83,-0.176,-0.359,1.046,1,0.18,-0.47,-47.57
1373,2025-10-19T15:16:16.800Z,53.8233067,17.3410538,143.3,13.20,-0.180,-0.370,1.024,1,0.33,-0.34,-47.80
1374,2025-10-19T15:16:16.840Z,53.8233079,17.3410541,143.4,12.46,-0.189,-0.393,0.999,1,0.58,-0.25,-48.33
1375,2025-10-19T15:16:16.880Z,53.8233092,17.3410544,143.4,13.15,-0.197,-0.406,0.980,1,0.75,-0.27,-49.18
1376,2025-10-19T15:16:16.920Z,53.8233107,17.3410549,143.4,14.07,-0.203,-0.415,0.974,1,0.58,-0.35,-50.18
1377,2025-10-19T15:16:16.960Z,53.8233122,17.3410553,143.4,14.59,-0.209,-0.407,0.989,1,0.77,-0.53,-51.20
1378,2025-10-19T15:16:17.040Z,53.8233153,17.3410566,143.4,15.92,-0.213,-0.392,1.015,1,1.15,-0.66,-51.86
1379,2025-10-19T15:16:17.080Z,53.8233167,17.3410575,143.3,15.84,-0.211,-0.348,1.031,1,1.59,-0.85,-52.11
1380,2025-10-19T15:16:17.120Z,53.8233182,17.3410582,143.3,15.59,-0.203,-0.312,1.027,1,1.69,-0.97,-51.88
1381,2025-10-19T15:16:17.160Z,53.8233196,17.3410591,143.4,15.38,-0.195,-0.289,1.018,1,1.68,-0.93,-51.41
1382,2025-10-19T15:16:17.200Z,53.8233210,17.3410599,143.4,15.20,-0.189,-0.280,1.002,1,1.13,-0.75,-50.86
1383,2025-10-19T15:16:17.240Z,53.8233223,17.3410609,143.4,15.17,-0.184,-0.281,0.989,1,0.42,-0.64,-50.44
1384,2025-10-19T15:16:17.280Z,53.8233234,17.3410620,143.4,14.20,-0.184,-0.296,0.990,1,-0.15,-0.49,-50.11
1385,2025-10-19T15:16:17.320Z,53.8233245,17.3410633,143.4,13.96,-0.189,-0.306,1.004,1,-0.35,-0.45,-49.85
1386,2025-10-19T15:16:17.360Z,53.8233255,17.3410646,143.5,13.63,-0.192,-0.309,1.013,1,-0.07,-0.56,-49.57
1387,2025-10-19T15:16:17.400Z,53.8233266,17.3410660,143.5,13.69,-0.191,-0.302,1.018,1,0.36,-0.74,-49.22
1388,2025-10-19T15:16:17.440Z,53.8233277,17.3410675,143.5,13.76,-0.189,-0.298,1.016,1,0.89,-0.97,-48.83
1389,2025-10-19T15:16:17.480Z,53.8233289,17.3410690,143.4,14.21,-0.184,-0.288,1.010,1,1.34,-1.18,-48.46
1390,2025-10-19T15:16:17.520Z,53.8233301,17.3410702,143.4,14.23,-0.181,-0.285,1.010,1,1.53,-1.29,-48.05
1391,2025-10-19T15:16:17.560Z,53.8233311,17.3410715,143.4,13.59,-0.180,-0.282,1.016,1,1.67,-1.41,-47.73
1392,2025-10-19T15:16:17.600Z,53.8233322,17.3410728,143.5,13.36,-0.179,-0.273,1.020,1,1.67,-1.58,-47.41
1393,2025-10-19T15:16:17.640Z,53.8233330,17.3410742,143.5,12.87,-0.174,-0.268,1.012,1,1.45,-1.66,-47.04
1394,2025-10-19T15:16:17.680Z,53.8233337,17.3410757,143.5,12.52,-0.172,-0.266,1.003,1,1.26,-1.57,-46.72
1395,2025-10-19T15:16:17.720Z,53.8233348,17.3410770,143.6,12.71,-0.172,-0.263,1.002,1,1.01,-1.38,-46.49
1396,2025-10-19T15:16:17.760Z,53.8233357,17.3410786,143.6,12.93,-0.173,-0.267,1.008,1,0.63,-1.20,-46.31
1397,2025-10-19T15:16:17.800Z,53.8233369,17.3410804,143.6,14.27,-0.171,-0.257,1.015,1,0.53,-1.13,-46.15
1398,2025-10-19T15:16:17.840Z,53.8233377,17.3410821,143.6,13.41,-0.169,-0.246,1.020,1,0.32,-1.15,-45.87
1399,2025-10-19T15:16:17.880Z,53.8233387,17.3410836,143.6,13.77,-0.166,-0.245,1.015,1,0.32,-1.22,-45.52
1400,2025-10-19T15:16:17.920Z,53.8233396,17.3410852,143.6,13.40,-0.162,-0.230,1.011,1,0.52,-1.25,-45.05
1401,2025-10-19T15:16:17.960Z,53.8233401,17.3410871,143.6,12.82,-0.157,-0.220,1.002,1,0.74,-1.25,-44.45
1402,2025-10-19T15:16:18.040Z,53.8233415,17.3410905,143.7,11.64,-0.151,-0.209,0.995,1,0.61,-1.00,-43.78
1403,2025-10-19T15:16:18.080Z,53.8233422,17.3410921,143.7,11.76,-0.149,-0.217,0.987,1,0.48,-0.70,-43.26
1404,2025-10-19T15:16:18.120Z,53.8233427,17.3410939,143.7,11.60,-0.149,-0.217,0.997,1,0.27,-0.44,-42.86
1405,2025-10-19T15:16:18.160Z,53.8233431,17.3410956,143.7,11.17,-0.151,-0.223,1.007,1,0.13,-0.39,-42.52
1406,2025-10-19T15:16:18.200Z,53.8233436,17.3410975,143.7,11.85,-0.152,-0.218,1.013,1,0.21,-0.49,-42.19
1407,2025-10-19T15:16:18.240Z,53.8233444,17.3410994,143.8,12.85,-0.150,-0.210,1.017,1,0.24,-0.77,-41.78
1408,2025-10-19T15:16:18.280Z,53.8233450,17.3411012,143.8,12.30,-0.145,-0.196,1.017,1,0.42,-0.98,-41.28
1409,2025-10-19T15:16:18.320Z,53.8233456,17.3411029,143.8,11.85,-0.140,-0.186,1.009,1,0.55,-1.04,-40.70
1410,2025-10-19T15:16:18.360Z,53.8233460,17.3411046,143.8,11.48,-0.138,-0.195,1.004,1,0.43,-0.97,-40.22
1411,2025-10-19T15:16:18.400Z,53.8233463,17.3411064,143.8,11.49,-0.138,-0.194,1.003,1,0.57,-0.89,-39.87
1412,2025-10-19T15:16:18.440Z,53.8233468,17.3411082,143.9,11.56,-0.141,-0.204,1.006,1,0.63,-0.88,-39.59
1413,2025-10-19T15:16:18.480Z,53.8233471,17.3411101,143.9,11.47,-0.140,-0.197,1.009,1,0.69,-1.02,-39.41
1414,2025-10-19T15:16:18.520Z,53.8233475,17.3411119,143.9,11.32,-0.136,-0.177,1.010,1,0.63,-1.15,-39.12
1415,2025-10-19T15:16:18.560Z,53.8233480,17.3411134,143.9,10.56,-0.126,-0.146,1.009,1,0.58,-1.21,-38.55
1416,2025-10-19T15:16:18.600Z,53.8233481,17.3411151,143.9,10.27,-0.115,-0.109,1.011,1,0.37,-1.22,-37.61
1417,2025-10-19T15:16:18.640Z,53.8233482,17.3411167,144.0,9.83,-0.103,-0.065,1.013,1,0.35,-1.23,-36.23
1418,2025-10-19T15:16:18.680Z,53.8233483,17.3411186,144.0,10.56,-0.091,-0.019,1.016,1,0.36,-1.19,-34.31
1419,2025-10-19T15:16:18.720Z,53.8233483,17.3411204,144.0,10.56,-0.079,0.026,1.017,1,0.47,-1.26,-31.71
1420,2025-10-19T15:16:18.760Z,53.8233484,17.3411222,144.0,10.84,-0.066,0.076,1.010,1,0.51,-1.36,-28.70
1421,2025-10-19T15:16:18.800Z,53.8233486,17.3411238,144.0,10.48,-0.054,0.114,1.001,1,0.52,-1.34,-25.33
1422,2025-10-19T15:16:18.840Z,53.8233489,17.3411256,144.0,10.45,-0.045,0.139,0.997,1,0.44,-1.21,-21.80
1423,2025-10-19T15:16:18.880Z,53.8233492,17.3411272,144.0,10.22,-0.039,0.142,0.996,1,0.31,-1.03,-18.20
1424,2025-10-19T15:16:18.920Z,53.8233495,17.3411288,144.1,9.60,-0.036,0.125,0.996,1,0.16,-0.83,-15.05
1425,2025-10-19T15:16:18.960Z,53.8233498,17.3411302,144.1,9.61,-0.036,0.092,0.995,1,0.08,-0.64,-12.33
1426,2025-10-19T15:16:19.040Z,53.8233500,17.3411337,144.1,10.02,-0.041,0.056,0.997,1,0.02,-0.49,-10.15
1427,2025-10-19T15:16:19.080Z,53.8233503,17.3411353,144.1,10.47,-0.048,0.029,0.999,1,0.02,-0.39,-8.55
1428,2025-10-19T15:16:19.120Z,53.8233504,17.3411371,144.1,10.58,-0.061,0.014,1.006,1,0.15,-0.32,-7.44
1429,2025-10-19T15:16:19.160Z,53.8233508,17.3411387,144.1,10.22,-0.078,0.016,1.013,1,0.30,-0.32,-6.47
1430,2025-10-19T15:16:19.200Z,53.8233512,17.3411402,144.1,9.36,-0.098,0.029,1.015,1,0.39,-0.26,-5.58
1431,2025-10-19T15:16:19.240Z,53.8233514,17.3411417,144.1,9.35,-0.116,0.042,1.012,1,0.33,-0.14,-4.72
1432,2025-10-19T15:16:19.280Z,53.8233515,17.3411433,144.1,9.20,-0.135,0.046,1.003,1,0.14,0.03,-3.87
1433,2025-10-19T15:16:19.320Z,53.8233517,17.3411445,144.1,8.49,-0.153,0.041,0.998,1,-0.15,0.25,-3.12
1434,2025-10-19T15:16:19.360Z,53.8233522,17.3411456,144.1,8.45,-0.168,0.026,0.999,1,-0.36,0.40,-2.55
1435,2025-10-19T15:16:19.400Z,53.8233526,17.3411468,144.1,8.20,-0.180,0.009,1.001,1,-0.40,0.44,-2.14
1436,2025-10-19T15:16:19.440Z,53.8233526,17.3411482,144.1,8.04,-0.187,-0.002,1.004,1,-0.32,0.45,-1.85
1437,2025-10-19T15:16:19.480Z,53.8233528,17.3411493,144.1,7.59,-0.188,-0.005,1.005,1,-0.12,0.46,-1.63
1438,2025-10-19T15:16:19.520Z,53.8233530,17.3411505,144.1,7.37,-0.182,0.003,1.001,1,0.03,0.47,-1.41
1439,2025-10-19T15:16:19.560Z,53.8233533,17.3411516,144.1,7.58,-0.172,0.017,1.000,1,0.10,0.49,-1.10
1440,2025-10-19T15:16:19.600Z,53.8233538,17.3411527,144.2,6.99,-0.157,0.032,1.000,1,0.11,0.45,-0.66
1441,2025-10-19T15:16:19.640Z,53.8233539,17.3411538,144.2,6.83,-0.140,0.044,1.001,1,0.11,0.40,-0.02
1442,2025-10-19T15:16:19.680Z,53.8233541,17.3411548,144.2,6.99,-0.124,0.047,1.003,1,0.10,0.32,0.69
1443,2025-10-19T15:16:19.720Z,53.8233543,17.3411558,144.2,6.56,-0.109,0.041,1.005,1,0.17,0.24,1.35
1444,2025-10-19T15:16:19.760Z,53.8233546,17.3411568,144.2,6.58,-0.094,0.032,1.004,1,0.28,0.21,1.91
1445,2025-10-19T15:16:19.800Z,53.8233547,17.3411577,144.1,6.43,-0.081,0.017,1.001,1,0.35,0.25,2.28
1446,2025-10-19T15:16:19.840Z,53.8233547,17.3411587,144.1,6.18,-0.071,0.003,1.001,1,0.40,0.31,2.38
1447,2025-10-19T15:16:19.880Z,53.8233551,17.3411595,144.2,5.90,-0.064,-0.009,0.998,1,0.36,0.39,2.27
1448,2025-10-19T15:16:19.920Z,53.8233553,17.3411605,144.1,6.38,-0.062,-0.018,0.996,1,0.23,0.51,1.97
1449,2025-10-19T15:16:19.960Z,53.8233554,17.3411614,144.1,6.14,-0.070,-0.024,0.998,1,0.07,0.67,1.48
1450,2025-10-19T15:16:20.040Z,53.8233560,17.3411633,144.2,6.12,-0.084,-0.025,1.001,1,-0.05,0.73,0.90
1451,2025-10-19T15:16:20.080Z,53.8233561,17.3411642,144.2,5.80,-0.097,-0.026,1.004,1,-0.18,0.68,0.35
1452,2025-10-19T15:16:20.120Z,53.8233562,17.3411649,144.1,5.25,-0.109,-0.023,1.008,1,-0.21,0.54,-0.13
1453,2025-10-19T15:16:20.160Z,53.8233563,17.3411658,144.1,5.15,-0.116,-0.018,1.012,1,-0.21,0.37,-0.50
1454,2025-10-19T15:16:20.200Z,53.8233566,17.3411666,144.2,5.18,-0.115,-0.012,1.011,1,-0.18,0.19,-0.70
1455,2025-10-19T15:16:20.240Z,53.8233567,17.3411673,144.2,4.76,-0.108,-0.007,1.008,1,-0.14,0.11,-0.78
1456,2025-10-19T15:16:20.280Z,53.8233569,17.3411680,144.2,4.60,-0.101,-0.002,1.003,1,-0.06,0.14,-0.78
1457,2025-10-19T15:16:20.320Z,53.8233571,17.3411687,144.2,4.20,-0.092,0.001,1.001,1,0.00,0.23,-0.71
1458,2025-10-19T15:16:20.360Z,53.8233566,17.3411695,144.1,4.56,-0.087,0.002,1.002,1,0.06,0.28,-0.62
1459,2025-10-19T15:16:20.400Z,53.8233568,17.3411701,144.1,4.58,-0.084,0.004,1.005,1,0.06,0.23,-0.53
1460,2025-10-19T15:16:20.440Z,53.8233571,17.3411709,144.1,4.56,-0.080,0.003,1.006,1,0.03,0.14,-0.45
1461,2025-10-19T15:16:20.480Z,53.8233574,17.3411716,144.2,3.99,-0.076,0.002,1.006,1,-0.05,0.03,-0.41
1462,2025-10-19T15:16:20.520Z,53.8233574,17.3411722,144.2,3.97,-0.072,0.000,1.003,1,-0.16,-0.03,-0.38
1463,2025-10-19T15:16:20.560Z,53.8233573,17.3411729,144.1,3.89,-0.068,-0.003,1.000,1,-0.19,-0.04,-0.38
1464,2025-10-19T15:16:20.600Z,53.8233574,17.3411735,144.1,3.77,-0.064,-0.006,1.001,1,-0.17,-0.01,-0.41
1465,2025-10-19T15:16:20.640Z,53.8233575,17.3411742,144.1,3.99,-0.064,-0.006,1.005,1,-0.09,-0.02,-0.43
1466,2025-10-19T15:16:20.680Z,53.8233576,17.3411748,144.1,4.05,-0.066,-0.007,1.007,1,0.02,-0.06,-0.46
1467,2025-10-19T15:16:20.720Z,53.8233577,17.3411754,144.1,3.62,-0.068,-0.005,1.011,1,0.10,-0.11,-0.47
1468,2025-10-19T15:16:20.760Z,53.8233577,17.3411759,144.1,3.39,-0.072,-0.003,1.010,1,0.13,-0.18,-0.47
1469,2025-10-19T15:16:20.800Z,53.8233578,17.3411765,144.1,3.18,-0.076,-0.002,1.008,1,0.16,-0.24,-0.46
1470,2025-10-19T15:16:20.840Z,53.8233578,17.3411769,144.1,3.25,-0.078,-0.002,1.008,1,0.18,-0.28,-0.45
1471,2025-10-19T15:16:20.880Z,53.8233579,17.3411775,144.1,2.92,-0.091,-0.006,1.010,1,0.16,-0.32,-0.48
1472,2025-10-19T15:16:20.920Z,53.8233580,17.3411779,144.2,3.08,-0.105,-0.006,1.000,1,0.20,-0.34,-0.57
1473,2025-10-19T15:16:20.960Z,53.8233580,17.3411785,144.1,2.92,-0.123,-0.006,1.000,1,0.18,-0.35,-0.52
1474,2025-10-19T15:16:21.040Z,53.8233582,17.3411793,144.2,2.25,-0.123,-0.004,0.996,1,0.21,-0.33,-0.39
1475,2025-10-19T15:16:21.080Z,53.8233581,17.3411794,144.1,2.28,-0.120,-0.005,0.998,1,0.19,-0.32,-0.29
1476,2025-10-19T15:16:21.120Z,53.8233582,17.3411798,144.1,1.82,-0.113,-0.002,0.991,1,0.21,-0.21,-0.25
1477,2025-10-19T15:16:21.160Z,53.8233582,17.3411800,144.1,1.91,-0.113,-0.003,0.999,1,0.09,-0.09,-0.20
1478,2025-10-19T15:16:21.200Z,53.8233583,17.3411806,144.1,2.24,-0.120,-0.001,0.999,1,0.05,0.00,-0.22
1479,2025-10-19T15:16:21.240Z,53.8233582,17.3411809,144.1,1.83,-0.143,-0.003,1.001,1,-0.02,0.03,-0.25
1480,2025-10-19T15:16:21.280Z,53.8233583,17.3411811,144.2,1.37,-0.172,-0.001,1.002,1,-0.06,0.08,-0.27
1481,2025-10-19T15:16:21.320Z,53.8233584,17.3411811,144.2,0.36,-0.201,0.000,1.005,1,-0.09,0.06,-0.22
1482,2025-10-19T15:16:21.360Z,53.8233584,17.3411812,144.1,0.63,-0.217,0.000,1.007,1,-0.07,0.02,-0.16
1483,2025-10-19T15:16:21.400Z,53.8233584,17.3411812,144.1,0.69,-0.213,0.001,1.009,1,-0.06,-0.09,-0.10
1484,2025-10-19T15:16:21.440Z,53.8233584,17.3411811,144.1,0.74,-0.181,0.000,1.008,1,-0.02,-0.23,-0.06
1485,2025-10-19T15:16:21.480Z,53.8233585,17.3411811,144.1,0.57,-0.126,0.000,1.006,1,0.00,-0.36,-0.03
1486,2025-10-19T15:16:21.520Z,53.8233585,17.3411812,144.2,0.34,-0.066,0.000,1.001,1,0.00,-0.42,0.01
1487,2025-10-19T15:16:21.560Z,53.8233585,17.3411812,144.2,0.28,-0.016,-0.001,0.999,1,0.02,-0.35,0.03
1488,2025-10-19T15:16:21.600Z,53.8233582,17.3411812,144.1,0.76,0.012,0.000,0.997,1,0.02,-0.21,0.03
1489,2025-10-19T15:16:21.640Z,53.8233581,17.3411813,144.1,0.62,0.015,-0.001,0.999,1,0.00,-0.06,0.04
1490,2025-10-19T15:16:21.680Z,53.8233582,17.3411815,144.1,0.68,0.005,-0.002,1.000,1,0.00,0.02,0.03
1491,2025-10-19T15:16:24.520Z,53.8233590,17.3411805,144.1,0.87,-0.022,0.001,1.005,1,0.00,0.04,0.12
1492,2025-10-19T15:16:24.560Z,53.8233590,17.3411804,144.1,1.04,-0.016,0.002,1.006,2,-0.03,0.00,0.18
1493,2025-10-19T15:16:24.600Z,53.8233590,17.3411803,144.1,0.99,-0.005,0.001,1.004,2,-0.07,-0.06,0.23
1494,2025-10-19T15:16:24.640Z,53.8233590,17.3411802,144.1,0.48,0.007,0.000,1.002,2,-0.11,-0.08,0.26
1495,2025-10-19T15:16:24.680Z,53.8233589,17.3411801,144.1,0.59,0.018,-0.001,1.000,2,-0.12,-0.08,0.24
1496,2025-10-19T15:16:24.720Z,53.8233589,17.3411801,144.1,0.49,0.027,-0.002,0.999,2,-0.12,-0.05,0.20
1497,2025-10-19T15:16:24.760Z,53.8233589,17.3411799,144.1,0.28,0.033,-0.003,0.999,2,-0.09,0.00,0.16
1498,2025-10-19T15:16:24.800Z,53.8233589,17.3411799,144.1,0.14,0.036,-0.003,1.000,2,-0.06,0.04,0.11
1499,2025-10-19T15:16:24.840Z,53.8233589,17.3411800,144.1,0.18,0.037,-0.003,1.001,2,-0.03,0.07,0.09
1500,2025-10-19T15:16:24.880Z,53.8233589,17.3411799,144.1,0.06,0.035,-0.004,1.000,2,0.00,0.10,0.06
1501,2025-10-19T15:16:24.920Z,53.8233590,17.3411799,144.1,0.34,0.030,-0.002,0.999,2,0.04,0.14,0.01
1502,2025-10-19T15:16:24.960Z,53.8233590,17.3411799,144.1,0.09,0.019,-0.002,1.001,2,0.07,0.16,-0.01
1503,2025-10-19T15:16:28.120Z,53.8233587,17.3411769,144.1,0.26,-0.028,-0.001,1.003,2,0.02,0.06,-0.10
1504,2025-10-19T15:16:28.160Z,53.8233588,17.3411767,144.1,1.05,-0.034,0.000,1.004,2,0.02,0.04,-0.10
1505,2025-10-19T15:16:28.200Z,53.8233587,17.3411766,144.1,0.22,-0.036,0.000,1.004,2,0.01,0.02,-0.08
1506,2025-10-19T15:16:28.240Z,53.8233586,17.3411766,144.1,0.32,-0.033,0.000,1.003,2,0.00,0.00,-0.04
1507,2025-10-19T15:16:28.280Z,53.8233586,17.3411766,144.1,0.17,-0.026,0.000,1.002,2,-0.01,-0.01,0.01
1508,2025-10-19T15:16:28.320Z,53.8233586,17.3411766,144.1,0.09,-0.018,0.000,1.002,2,-0.02,-0.01,0.05
1509,2025-10-19T15:16:28.360Z,53.8233586,17.3411766,144.1,0.27,-0.011,0.000,1.001,2,-0.02,-0.01,0.08
1510,2025-10-19T15:16:28.400Z,53.8233586,17.3411765,144.1,0.36,-0.003,-0.001,1.001,2,-0.02,0.00,0.10
1511,2025-10-19T15:16:28.440Z,53.8233585,17.3411764,144.1,0.51,0.004,-0.001,1.001,2,0.00,0.00,0.12
1512,2025-10-19T15:16:28.480Z,53.8233585,17.3411764,144.1,0.38,0.012,-0.002,1.001,2,0.01,0.00,0.12
1513,2025-10-19T15:16:28.520Z,53.8233584,17.3411764,144.1,0.27,0.017,-0.002,1.001,2,0.02,0.01,0.11
1514,2025-10-19T15:16:28.560Z,53.8233584,17.3411764,144.1,0.35,0.021,-0.002,1.001,2,0.03,0.02,0.09
1515,2025-10-19T15:16:34.960Z,53.8233584,17.3411772,143.9,0.34,0.205,-0.008,1.020,2,0.00,-1.02,-0.03
1516,2025-10-19T15:16:35.040Z,53.8233585,17.3411777,143.9,2.35,0.293,-0.016,1.005,2,-0.04,-0.75,0.01
1517,2025-10-19T15:16:35.080Z,53.8233585,17.3411782,143.9,2.83,0.365,-0.019,0.996,2,-0.10,-0.27,-0.02
1518,2025-10-19T15:16:35.120Z,53.8233586,17.3411789,143.9,3.87,0.406,-0.019,1.000,2,-0.04,-0.09,-0.18
1519,2025-10-19T15:16:35.160Z,53.8233587,17.3411797,143.9,4.13,0.448,-0.022,0.993,2,0.11,-0.32,-0.49
1520,2025-10-19T15:16:35.200Z,53.8233588,17.3411806,143.9,4.46,0.474,-0.021,0.990,2,0.21,-0.66,-0.94
1521,2025-10-19T15:16:35.240Z,53.8233589,17.3411813,143.9,5.15,0.509,-0.014,0.989,2,0.32,-1.00,-1.49
1522,2025-10-19T15:16:35.280Z,53.8233591,17.3411824,143.9,5.97,0.535,-0.011,0.995,2,0.33,-1.16,-1.99
1523,2025-10-19T15:16:35.320Z,53.8233593,17.3411836,143.9,6.81,0.553,-0.017,0.986,2,0.15,-1.19,-2.58
1524,2025-10-19T15:16:35.360Z,53.8233595,17.3411848,143.9,7.52,0.556,-0.016,0.987,2,0.00,-0.98,-3.20
1525,2025-10-19T15:16:35.400Z,53.8233596,17.3411864,143.9,8.32,0.557,-0.026,0.992,2,-0.13,-0.94,-3.88
1526,2025-10-19T15:16:35.440Z,53.8233598,17.3411879,143.9,9.22,0.566,-0.031,0.997,2,-0.06,-1.09,-4.65
1527,2025-10-19T15:16:35.480Z,53.8233601,17.3411895,143.9,9.54,0.586,-0.034,0.996,2,0.04,-1.26,-5.45
1528,2025-10-19T15:16:35.520Z,53.8233603,17.3411913,143.9,10.64,0.607,-0.023,0.999,2,0.16,-1.29,-6.07
1529,2025-10-19T15:16:35.560Z,53.8233605,17.3411934,143.9,11.66,0.626,-0.008,0.996,2,0.33,-1.21,-6.44
1530,2025-10-19T15:16:35.600Z,53.8233608,17.3411955,143.9,12.56,0.637,0.018,0.999,2,0.34,-1.11,-6.35
1531,2025-10-19T15:16:35.640Z,53.8233613,17.3411976,143.9,13.28,0.650,0.044,0.996,2,0.34,-1.15,-5.60
1532,2025-10-19T15:16:35.680Z,53.8233617,17.3411999,143.9,14.00,0.667,0.071,0.987,2,0.45,-1.15,-4.27
1533,2025-10-19T15:16:35.720Z,53.8233620,17.3412025,143.9,14.66,0.685,0.087,0.986,2,0.17,-0.99,-2.49
1534,2025-10-19T15:16:35.760Z,53.8233625,17.3412052,143.9,15.89,0.703,0.092,0.978,2,-0.03,-0.67,-0.55
1535,2025-10-19T15:16:35.800Z,53.8233630,17.3412080,143.9,17.31,0.716,0.074,0.980,2,-0.16,-0.19,1.35
1536,2025-10-19T15:16:35.840Z,53.8233636,17.3412110,143.9,18.22,0.726,0.062,0.982,2,-0.32,0.19,2.89
1537,2025-10-19T15:16:35.880Z,53.8233641,17.3412141,143.9,18.98,0.742,0.047,0.983,2,-0.23,0.48,4.15
